cid,mw,polararea,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,binary_fingerprints
439693,268.27,112.0,-2.1,19,4,6,2,[1. 1. 0. ... 1. 1. 1.]
441129,437.5,139.0,0.0,29,6,10,5,[0. 1. 0. ... 0. 1. 1.]
441140,352.8,71.1,2.2,24,0,6,3,[1. 1. 0. ... 0. 0. 1.]
441193,423.4,220.0,0.0,30,9,11,7,[0. 0. 0. ... 0. 0. 1.]
441199,427.5,202.0,0.0,28,3,9,8,[0. 1. 0. ... 1. 0. 1.]
441276,853.9,221.0,2.5,62,4,14,14,[1. 1. 1. ... 0. 0. 1.]
441277,321.9,23.5,0.0,22,2,2,2,[0. 0. 0. ... 0. 1. 1.]
441290,529.8,59.0,5.0,38,1,5,6,[0. 0. 0. ... 0. 0. 1.]
441300,286.33,102.0,0.9,21,3,6,4,[1. 0. 0. ... 0. 0. 1.]
441313,441.6,122.0,0.0,31,3,7,9,[0. 1. 1. ... 0. 1. 1.]
441314,207.22,104.0,-2.6,14,5,6,3,[1. 0. 0. ... 0. 0. 1.]
441335,427.4,74.6,2.7,28,2,4,2,[1. 0. 0. ... 0. 0. 0.]
441336,521.4,93.8,3.9,35,1,6,5,[1. 1. 0. ... 1. 1. 0.]
441350,195.21,83.6,-1.6,14,3,4,3,[0. 0. 0. ... 0. 0. 1.]
441383,532.5,64.9,4.8,36,0,7,8,[1. 0. 0. ... 1. 1. 1.]
441401,337.35,71.1,0.7,24,1,6,4,[0. 0. 1. ... 0. 1. 1.]
443385,505.0,174.0,-1.2,31,5,10,9,[1. 1. 1. ... 0. 1. 1.]
443872,414.5,82.2,1.4,30,0,6,2,[1. 0. 1. ... 0. 0. 0.]
443878,475.6,139.0,0.0,34,5,8,10,[1. 0. 0. ... 1. 1. 1.]
443884,325.4,68.4,1.8,24,3,3,3,[1. 0. 1. ... 0. 1. 1.]
443936,508.5,107.0,3.4,36,1,9,8,[1. 0. 1. ... 0. 0. 1.]
443943,455.0,72.8,3.6,31,1,6,2,[1. 1. 0. ... 0. 1. 1.]
443953,862.1,226.0,3.4,60,4,17,14,[1. 0. 1. ... 0. 0. 1.]
443958,502.6,99.1,3.6,36,1,8,4,[1. 0. 0. ... 0. 1. 1.]
444006,620.7,257.0,4.7,41,2,14,12,[1. 1. 1. ... 1. 0. 1.]
444008,312.4,37.3,2.4,23,1,2,1,[0. 0. 0. ... 0. 0. 0.]
444013,661.8,207.0,0.0,36,2,13,19,[0. 0. 0. ... 0. 0. 1.]
444025,466.9,99.1,3.9,32,1,7,7,[1. 1. 1. ... 1. 0. 0.]
444030,507.5,55.6,0.0,33,2,3,7,[0. 0. 0. ... 1. 1. 1.]
444036,500.6,106.0,4.0,34,1,9,6,[1. 0. 1. ... 0. 0. 1.]
444795,300.4,37.3,6.3,22,1,2,5,[0. 0. 0. ... 0. 0. 0.]
445226,182.15,90.2,-1.6,12,4,6,1,[1. 0. 0. ... 0. 0. 1.]
445354,286.5,20.2,5.7,21,1,1,5,[0. 0. 0. ... 0. 0. 0.]
445643,804.0,178.0,2.7,57,3,12,7,[1. 0. 1. ... 0. 0. 1.]
446155,411.5,82.7,3.5,30,3,5,8,[1. 1. 0. ... 1. 1. 0.]
446156,459.5,99.9,3.6,33,3,7,11,[1. 1. 0. ... 1. 0. 0.]
446157,481.5,149.0,1.6,33,3,10,10,[1. 1. 1. ... 0. 1. 1.]
446220,303.35,55.8,2.3,22,0,5,5,[1. 1. 1. ... 0. 0. 1.]
446284,302.5,37.3,5.6,22,1,2,13,[0. 0. 0. ... 0. 0. 0.]
446541,320.3,93.1,3.2,23,2,6,6,[1. 0. 0. ... 1. 1. 1.]
446596,500.6,146.0,3.0,35,4,9,17,[1. 0. 0. ... 0. 0. 0.]
447043,749.0,180.0,4.0,52,5,14,7,[1. 0. 1. ... 0. 0. 1.]
448812,832.0,377.0,-2.4,57,10,12,10,[1. 1. 0. ... 0. 1. 1.]
449171,300.4,37.3,6.3,22,1,2,5,[0. 0. 0. ... 0. 0. 0.]
449193,403.2,60.4,4.6,26,1,6,7,[1. 1. 0. ... 1. 0. 1.]
449677,545.6,210.0,0.0,28,0,13,11,[0. 0. 0. ... 0. 0. 1.]
449688,103.17,20.2,-0.4,7,1,1,2,[0. 0. 0. ... 0. 0. 1.]
450096,684.8,205.0,0.0,38,5,14,20,[0. 1. 0. ... 1. 1. 1.]
450503,181.15,90.2,-1.6,12,4,6,1,[1. 0. 0. ... 0. 0. 1.]
451668,228.21,121.0,-1.2,16,3,4,2,[1. 0. 0. ... 0. 1. 0.]
452548,656.7,189.0,1.2,46,3,14,6,[1. 1. 1. ... 1. 1. 1.]
455658,651.9,102.0,0.0,44,2,9,8,[1. 0. 0. ... 1. 1. 0.]
456201,531.4,69.1,4.3,36,0,6,7,[1. 0. 0. ... 1. 0. 1.]
460612,305.2,66.6,-0.5,19,2,4,8,[0. 0. 0. ... 0. 0. 1.]
464205,287.21,136.0,-1.6,19,3,8,5,[1. 0. 0. ... 0. 0. 0.]
466146,279.19,146.0,-3.6,18,4,6,6,[1. 0. 0. ... 0. 1. 1.]
468595,700.8,112.0,4.6,51,1,11,12,[1. 1. 1. ... 1. 1. 1.]
474409,550.4,254.0,-5.8,37,7,14,8,[1. 0. 1. ... 1. 1. 1.]
477468,1270.3,519.0,-1.6,89,16,24,18,[1. 1. 1. ... 1. 1. 1.]
489181,348.4,54.2,2.0,25,1,6,5,[0. 0. 0. ... 1. 1. 1.]
517045,82.03,40.1,0.0,5,0,2,0,[0. 0. 0. ... 0. 0. 0.]
636374,521.0,107.0,3.2,36,1,7,8,[1. 0. 1. ... 0. 0. 0.]
636380,1728.1,901.0,0.0,101,9,52,20,[1. 0. 1. ... 0. 1. 1.]
638678,362.38,150.0,-2.5,26,4,5,6,[1. 1. 0. ... 1. 1. 1.]
644241,529.5,97.6,4.9,39,2,9,6,[1. 1. 1. ... 0. 1. 1.]
657180,1269.4,469.0,0.0,91,16,16,32,[1. 1. 0. ... 1. 1. 1.]
657237,285.23,140.0,-0.6,20,4,9,2,[1. 0. 1. ... 1. 1. 0.]
657298,170.23,73.2,0.8,11,2,2,2,[1. 0. 0. ... 0. 0. 0.]
667477,279.4,12.5,4.3,21,0,2,3,[1. 1. 0. ... 0. 0. 1.]
667490,152.18,85.2,0.0,10,2,2,0,[1. 0. 0. ... 1. 0. 1.]
688020,203.28,20.3,2.8,15,0,1,3,[0. 0. 1. ... 0. 0. 1.]
708857,206.31,43.8,1.6,14,0,2,2,[0. 0. 1. ... 0. 0. 1.]
941650,443.6,77.5,3.8,30,0,6,5,[0. 0. 1. ... 0. 1. 1.]
941651,443.6,77.5,3.8,30,0,6,5,[0. 0. 1. ... 0. 1. 1.]
969472,388.8,91.8,0.5,27,0,7,3,[1. 0. 1. ... 0. 1. 1.]
1349907,114.17,47.4,-0.3,7,1,1,0,[0. 0. 0. ... 0. 0. 0.]
1548886,355.4,76.4,4.1,25,0,5,3,[1. 0. 0. ... 1. 1. 0.]
1548943,305.4,58.6,3.6,22,2,3,9,[0. 0. 0. ... 0. 0. 1.]
1548952,407.0,13.7,7.2,29,1,1,9,[0. 0. 0. ... 0. 0. 1.]
1548954,407.0,13.7,7.2,29,1,1,9,[0. 0. 0. ... 0. 0. 1.]
1548999,389.9,58.2,2.3,27,2,3,7,[0. 0. 0. ... 0. 0. 1.]
1549007,292.4,4.4,5.6,22,1,0,5,[0. 0. 0. ... 0. 0. 1.]
2723601,167.19,111.0,-0.1,11,3,2,0,[1. 0. 0. ... 1. 0. 1.]
2723876,438.3,65.3,0.0,26,5,8,5,[1. 1. 1. ... 0. 0. 1.]
2724354,182.2,76.6,0.1,10,4,6,3,[0. 0. 0. ... 0. 0. 0.]
2724385,780.9,203.0,1.3,55,6,14,7,[1. 0. 0. ... 0. 0. 0.]
2733525,563.6,145.0,0.0,41,4,9,13,[0. 0. 0. ... 0. 1. 1.]
2761171,166.25,71.0,1.1,11,1,2,2,[1. 0. 0. ... 0. 0. 1.]
2826718,1093.3,412.0,0.3,77,16,18,23,[0. 1. 0. ... 1. 1. 1.]
3000226,516.7,104.0,5.5,37,3,6,6,[0. 0. 0. ... 0. 0. 0.]
3001028,350.4,89.0,2.5,24,1,5,2,[0. 0. 0. ... 0. 1. 0.]
3001055,314.41,112.0,0.3,21,2,7,9,[1. 0. 0. ... 0. 1. 1.]
3002190,812.0,172.0,4.2,58,1,13,11,[1. 1. 1. ... 0. 0. 1.]
3002977,513.7,63.0,5.1,37,1,6,8,[0. 0. 1. ... 1. 1. 1.]
3003141,354.3,92.2,4.0,21,0,4,2,[1. 0. 1. ... 0. 1. 0.]
3005572,598.1,145.0,0.0,42,4,9,14,[0. 0. 0. ... 0. 1. 1.]
3007855,136.3,0.0,0.0,3,0,2,0,[0. 0. 0. ... 0. 0. 0.]
3010818,679.8,180.0,4.2,49,4,8,14,[1. 1. 1. ... 0. 1. 1.]
3011155,297.27,149.0,-0.7,21,4,9,3,[1. 0. 1. ... 1. 1. 0.]
3032400,766.8,461.0,0.0,52,16,16,10,[0. 1. 1. ... 0. 1. 1.]
3032525,516.7,104.0,5.5,37,3,6,6,[0. 0. 0. ... 0. 0. 0.]
3032583,371.5,12.5,7.1,28,0,2,8,[0. 0. 0. ... 0. 1. 1.]
3033637,331.5,140.0,1.6,21,2,8,9,[1. 0. 0. ... 0. 0. 1.]
3033825,280.28,113.0,2.3,21,2,6,3,[1. 0. 0. ... 0. 1. 1.]
3034010,495.7,81.7,10.0,35,1,5,23,[1. 0. 1. ... 0. 0. 1.]
3034756,344.4,90.8,1.8,25,4,5,8,[0. 1. 0. ... 0. 0. 1.]
3034812,428.0,46.5,0.0,30,1,4,5,[0. 1. 0. ... 0. 1. 1.]
3036505,378.9,29.5,6.5,27,1,2,8,[0. 0. 0. ... 0. 1. 0.]
3036780,285.8,12.5,3.8,20,0,2,0,[0. 0. 0. ... 0. 0. 1.]
3038497,332.24,81.6,0.0,21,0,5,5,[0. 0. 0. ... 0. 0. 1.]
3052762,367.9,76.8,2.0,25,2,5,6,[0. 1. 1. ... 0. 1. 1.]
3052775,267.35,74.8,0.0,18,2,4,2,[0. 0. 0. ... 0. 0. 1.]
3062316,488.0,135.0,3.6,33,3,9,7,[1. 0. 1. ... 0. 1. 1.]
3080904,560.8,101.0,0.0,41,5,5,0,[1. 0. 0. ... 0. 1. 0.]
3081361,475.4,59.5,4.9,30,1,7,6,[1. 0. 0. ... 0. 0. 1.]
3081884,623.7,374.0,0.0,43,12,18,13,[0. 0. 0. ... 0. 0. 1.]
3083544,344.4,90.8,1.8,25,4,5,8,[0. 1. 0. ... 0. 0. 1.]
3085017,149.62,38.6,0.0,9,1,2,2,[0. 0. 0. ... 0. 0. 1.]
3086257,605.7,152.0,0.0,44,5,7,8,[1. 0. 1. ... 1. 1. 0.]
3086674,427.3,29.5,4.0,23,0,4,6,[1. 0. 1. ... 0. 1. 1.]
4369359,407.31,77.0,0.7,28,1,10,4,[0. 0. 1. ... 1. 0. 1.]
4517618,70.003,48.1,0.0,4,1,2,0,[0. 0. 0. ... 0. 0. 0.]
4659569,273.24,103.0,3.3,20,2,5,2,[0. 1. 0. ... 0. 0. 1.]
5001396,307.3,66.4,3.3,23,0,4,4,[1. 1. 0. ... 1. 1. 1.]
5273759,515.6,215.0,0.0,36,5,10,6,[1. 0. 0. ... 0. 0. 1.]
5277135,447.9,87.1,5.3,31,2,7,7,[1. 1. 0. ... 1. 0. 1.]
5280360,352.5,94.8,2.8,25,3,5,12,[0. 0. 0. ... 0. 0. 0.]
5280363,354.5,98.0,2.7,25,4,5,12,[1. 0. 0. ... 0. 0. 0.]
5280453,416.6,60.7,5.1,30,3,3,6,[1. 0. 0. ... 0. 0. 1.]
5280483,450.7,34.1,10.9,33,0,2,14,[1. 0. 0. ... 0. 0. 0.]
5280723,354.5,94.8,3.2,25,3,5,13,[0. 0. 0. ... 0. 0. 0.]
5280754,1202.6,279.0,7.5,85,5,12,15,[0. 1. 0. ... 0. 1. 1.]
5280793,396.6,20.2,7.4,29,1,1,5,[0. 0. 0. ... 0. 0. 1.]
5280954,634.7,118.0,4.5,46,1,10,11,[1. 1. 1. ... 0. 0. 1.]
5280965,924.1,320.0,0.0,65,12,18,3,[1. 0. 1. ... 0. 0. 1.]
5281004,430.5,93.1,2.5,31,2,6,4,[1. 0. 0. ... 0. 1. 0.]
5281006,389.4,158.0,-1.4,27,4,7,5,[0. 1. 0. ... 1. 0. 1.]
5281034,332.5,57.5,4.4,24,2,3,0,[0. 0. 0. ... 0. 0. 0.]
5281037,424.5,121.0,4.5,30,2,6,10,[0. 0. 0. ... 0. 1. 0.]
5281040,586.2,95.7,7.7,41,2,5,12,[1. 1. 1. ... 0. 0. 0.]
5281042,1029.3,145.0,8.7,74,0,14,30,[0. 0. 1. ... 0. 0. 1.]
5281071,337.4,49.8,1.5,25,1,4,5,[1. 1. 0. ... 1. 0. 1.]
5281075,368.5,98.0,2.9,26,4,5,12,[1. 0. 0. ... 0. 0. 0.]
5281078,433.5,94.5,3.2,31,1,8,10,[1. 0. 1. ... 1. 1. 1.]
5281081,305.29,130.0,2.1,22,2,6,4,[0. 1. 1. ... 0. 0. 1.]
5281099,665.7,231.0,-1.3,47,7,14,3,[1. 0. 0. ... 0. 0. 1.]
5281104,416.6,60.7,5.0,30,3,3,5,[1. 0. 0. ... 0. 0. 1.]
5281107,412.6,40.5,6.3,30,2,2,5,[1. 0. 0. ... 0. 0. 1.]
5282175,424.6,83.8,4.9,30,2,5,17,[1. 0. 1. ... 0. 0. 0.]
5282226,500.5,96.2,4.1,35,3,9,13,[1. 0. 1. ... 0. 0. 0.]
5282241,446.5,219.0,0.0,29,6,12,6,[1. 1. 1. ... 1. 0. 1.]
5282379,300.4,37.3,6.3,22,1,2,5,[0. 0. 0. ... 0. 0. 0.]
5282380,432.6,87.0,4.3,31,3,5,14,[1. 0. 1. ... 0. 0. 0.]
5282381,382.5,83.8,3.7,27,2,5,14,[0. 0. 1. ... 0. 0. 0.]
5282411,352.5,87.0,2.9,25,3,5,10,[1. 0. 0. ... 0. 0. 0.]
5282415,475.6,185.0,0.0,33,8,9,15,[1. 0. 0. ... 0. 0. 1.]
5282425,331.9,29.7,0.0,22,1,2,3,[0. 1. 0. ... 0. 0. 1.]
5282451,881.0,187.0,0.0,63,4,12,14,[1. 1. 0. ... 1. 1. 0.]
5282593,275.34,49.8,1.9,20,1,4,4,[0. 1. 0. ... 0. 0. 1.]
5284371,299.4,41.9,1.1,22,1,4,1,[1. 0. 1. ... 1. 1. 1.]
5284513,326.4,46.5,6.1,24,1,3,6,[0. 0. 0. ... 1. 1. 0.]
5284537,374.9,54.4,3.1,26,1,3,1,[0. 0. 0. ... 0. 0. 1.]
5284543,301.4,41.9,2.2,22,1,4,1,[1. 0. 1. ... 1. 1. 1.]
5284549,324.4,151.0,0.4,19,2,7,3,[0. 1. 1. ... 1. 1. 1.]
5284555,436.6,113.0,0.0,30,3,7,2,[0. 0. 0. ... 0. 1. 1.]
5284566,312.4,50.2,2.8,23,1,3,2,[1. 0. 1. ... 1. 1. 1.]
5284569,299.4,38.8,2.2,22,0,4,1,[1. 0. 1. ... 0. 1. 1.]
5284570,285.34,49.8,1.8,21,1,4,0,[1. 0. 1. ... 0. 1. 1.]
5284583,170.21,63.4,-0.3,12,1,2,3,[0. 0. 0. ... 0. 0. 1.]
5284594,339.4,52.9,2.7,25,2,4,2,[1. 0. 1. ... 1. 1. 1.]
5284596,327.4,70.0,2.1,24,2,5,2,[1. 0. 1. ... 1. 1. 1.]
5284603,315.4,59.0,1.2,23,1,5,1,[1. 0. 1. ... 1. 1. 1.]
5284604,301.34,70.0,0.8,22,2,5,0,[1. 0. 1. ... 1. 1. 1.]
5284616,914.2,195.0,6.0,65,3,13,6,[1. 0. 1. ... 0. 0. 1.]
5284627,339.36,124.0,-0.8,22,1,9,3,[1. 0. 1. ... 0. 1. 0.]
5288169,102.09,54.4,-1.5,7,1,3,3,[0. 0. 0. ... 0. 0. 0.]
5288783,412.6,60.7,4.3,30,3,3,5,[1. 0. 0. ... 0. 0. 1.]
5288826,285.34,52.9,0.8,21,2,4,0,[1. 0. 1. ... 1. 1. 1.]
5289223,291.19,150.0,-4.0,19,5,8,6,[0. 0. 0. ... 1. 1. 1.]
5310993,154.12,75.6,-1.0,11,1,4,1,[1. 0. 0. ... 0. 0. 0.]
5311000,408.9,94.8,2.2,28,3,5,2,[1. 0. 0. ... 0. 0. 0.]
5311027,415.6,89.8,2.8,30,4,4,12,[1. 0. 0. ... 0. 0. 1.]
5311051,410.9,74.6,2.5,28,2,5,2,[1. 0. 0. ... 0. 0. 1.]
5311052,410.9,74.6,2.5,28,2,5,2,[1. 0. 0. ... 0. 0. 0.]
5311065,1069.2,489.0,-4.0,74,13,15,19,[0. 1. 1. ... 0. 1. 1.]
5311066,416.5,93.1,2.7,30,2,6,2,[1. 0. 0. ... 0. 1. 0.]
5311067,376.5,74.6,2.3,27,2,5,2,[1. 0. 0. ... 0. 0. 1.]
5311068,200.28,28.7,3.1,15,1,1,2,[1. 1. 0. ... 1. 1. 0.]
5311101,444.5,99.9,3.2,30,2,8,3,[1. 0. 0. ... 0. 0. 1.]
5311167,428.9,74.6,2.7,29,2,6,2,[1. 0. 0. ... 0. 0. 1.]
5311181,360.5,77.8,2.8,26,3,4,8,[0. 0. 0. ... 0. 0. 0.]
5311221,432.6,87.0,4.3,31,3,5,14,[1. 0. 1. ... 0. 0. 0.]
5311236,382.5,94.8,3.7,27,3,5,15,[1. 0. 0. ... 0. 0. 0.]
5311304,357.4,73.2,0.2,26,3,5,2,[1. 0. 1. ... 1. 1. 1.]
5311309,317.4,66.4,3.2,23,2,3,6,[0. 0. 0. ... 0. 0. 1.]
5311412,370.5,54.4,3.5,27,1,3,2,[0. 0. 0. ... 0. 0. 0.]
5311454,234.29,38.7,3.6,17,1,3,3,[0. 1. 0. ... 0. 0. 0.]
5311498,1355.4,476.0,0.0,93,9,21,26,[1. 1. 1. ... 1. 1. 1.]
5311507,401.0,52.0,4.3,27,1,4,5,[0. 0. 0. ... 0. 1. 1.]
5312125,495.5,97.0,3.6,35,3,9,13,[0. 1. 0. ... 0. 1. 1.]
5324345,319.34,58.5,2.6,22,1,6,9,[1. 0. 0. ... 0. 0. 1.]
5327147,1221.5,269.0,-4.4,83,1,28,80,[0. 0. 0. ... 0. 0. 0.]
5328940,530.4,82.9,5.4,36,1,8,9,[1. 1. 0. ... 0. 1. 1.]
5329098,238.28,44.9,2.5,18,2,1,1,[1. 0. 1. ... 0. 1. 1.]
5329102,398.5,77.2,2.6,29,3,4,7,[1. 1. 1. ... 0. 1. 1.]
5352019,853.9,221.0,2.5,62,4,14,14,[1. 1. 1. ... 0. 0. 1.]
5352062,540.7,193.0,2.2,36,4,8,2,[0. 1. 1. ... 0. 1. 1.]
5353853,429.1,39.4,6.1,26,0,3,6,[1. 0. 0. ... 0. 0. 0.]
5359272,257.37,23.5,3.1,19,1,2,0,[0. 0. 0. ... 0. 1. 1.]
5359596,74.921,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
5360237,742.7,293.0,-2.4,52,10,19,15,[1. 1. 0. ... 1. 0. 1.]
5360373,1415.6,685.0,-7.5,96,20,31,36,[1. 1. 1. ... 1. 1. 1.]
5360515,341.4,70.0,1.9,25,2,5,2,[1. 0. 1. ... 1. 1. 1.]
5360696,271.4,12.5,3.4,20,0,2,1,[0. 0. 0. ... 0. 1. 1.]
5361092,327.5,43.7,3.8,24,2,3,2,[0. 0. 1. ... 1. 1. 1.]
5361917,436.3,66.8,0.0,27,2,5,2,[1. 0. 1. ... 1. 1. 1.]
5362051,636.7,250.0,0.0,42,8,17,8,[1. 1. 0. ... 1. 0. 1.]
5362065,453.5,238.0,-0.7,30,4,12,8,[1. 1. 0. ... 1. 0. 1.]
5362118,441.5,135.0,0.0,31,6,9,12,[0. 1. 0. ... 0. 1. 1.]
5362123,460.9,95.9,0.0,32,3,6,10,[0. 1. 1. ... 0. 1. 1.]
5362129,416.5,95.9,1.4,30,2,6,10,[0. 1. 1. ... 0. 1. 1.]
5362420,718.8,174.0,4.9,53,3,10,12,[1. 1. 1. ... 1. 1. 1.]
5362440,613.8,118.0,2.8,45,4,7,12,[1. 1. 1. ... 1. 1. 1.]
5386092,924.1,320.0,0.0,65,12,18,3,[1. 0. 1. ... 0. 0. 1.]
5388906,555.5,45.6,7.2,37,1,4,8,[1. 0. 0. ... 0. 1. 1.]
5388961,492.5,171.0,0.0,35,4,10,12,[0. 1. 1. ... 0. 1. 1.]
5460037,504.4,277.0,-7.2,34,11,16,11,[1. 0. 0. ... 0. 0. 0.]
5460193,1348.4,453.0,0.0,92,10,19,16,[1. 1. 1. ... 1. 1. 1.]
5462501,348.4,107.0,-0.7,25,3,6,8,[0. 1. 0. ... 0. 1. 1.]
5463984,396.4,107.0,0.6,29,3,6,8,[0. 1. 0. ... 0. 1. 1.]
5464096,388.5,107.0,0.7,28,3,6,8,[0. 1. 0. ... 0. 1. 1.]
5464097,402.5,107.0,1.2,29,3,6,8,[0. 1. 0. ... 0. 1. 1.]
5479529,424.4,199.0,-0.2,29,3,10,8,[1. 1. 1. ... 1. 1. 1.]
5479530,554.6,288.0,-1.3,36,4,13,8,[1. 1. 1. ... 1. 0. 1.]
5479537,480.6,204.0,-0.1,32,2,10,6,[1. 1. 0. ... 1. 0. 1.]
5480431,837.0,217.0,3.1,58,5,17,13,[1. 1. 1. ... 0. 0. 1.]
5481173,546.6,245.0,0.4,37,3,12,8,[1. 1. 0. ... 1. 0. 1.]
5481350,519.4,185.0,1.6,35,1,14,17,[1. 0. 0. ... 0. 0. 0.]
5484727,430.5,95.9,2.0,31,2,6,10,[0. 1. 1. ... 0. 1. 1.]
5486971,159.23,63.3,-1.6,11,2,3,5,[0. 0. 0. ... 0. 0. 1.]
5487068,937.0,269.0,0.0,66,8,17,11,[1. 0. 1. ... 1. 1. 1.]
5488547,460.6,91.9,0.0,33,5,7,8,[1. 0. 1. ... 0. 1. 1.]
5493444,551.8,146.0,3.5,39,4,7,19,[0. 0. 1. ... 0. 0. 1.]
5702160,337.5,238.0,-0.6,20,4,8,7,[1. 0. 1. ... 0. 0. 1.]
5742673,455.5,227.0,-1.4,30,3,12,8,[1. 1. 0. ... 1. 0. 1.]
5742832,435.4,238.0,0.3,28,4,12,7,[1. 1. 1. ... 1. 1. 1.]
6178111,253.73,88.8,1.5,17,3,1,4,[0. 0. 0. ... 0. 0. 1.]
6321408,467.6,62.2,5.0,34,2,5,5,[1. 1. 1. ... 1. 1. 1.]
6321411,453.5,238.0,-0.7,30,4,12,8,[1. 1. 0. ... 1. 0. 1.]
6321416,510.5,214.0,0.9,35,2,12,12,[1. 1. 1. ... 1. 1. 1.]
6324671,825.0,171.0,2.8,60,3,12,10,[1. 1. 1. ... 1. 1. 1.]
6326970,78.97,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
6328144,226.025,0.0,0.0,1,0,0,0,[0. 0. 0. ... 0. 0. 0.]
6328526,508.16,196.0,0.0,28,5,13,16,[0. 0. 0. ... 0. 0. 1.]
6335986,427.5,210.0,-1.4,28,3,11,7,[1. 1. 0. ... 1. 0. 1.]
6337614,296.4,23.6,2.8,22,0,2,1,[1. 1. 0. ... 0. 1. 1.]
6419957,1457.4,922.0,0.0,95,30,42,18,[1. 0. 1. ... 0. 0. 1.]
6433082,251.75,69.4,0.0,16,2,4,10,[0. 0. 1. ... 0. 0. 1.]
6433212,354.5,94.8,3.2,25,3,5,13,[0. 0. 0. ... 0. 0. 0.]
6433272,926.1,320.0,-0.2,65,12,18,3,[1. 0. 1. ... 0. 0. 1.]
6434870,394.5,83.8,4.2,28,2,5,13,[0. 0. 0. ... 0. 0. 0.]
6435110,1736.2,340.0,0.0,123,6,28,15,[1. 0. 1. ... 0. 0. 1.]
6435378,360.5,77.8,2.8,26,3,4,8,[0. 0. 0. ... 0. 0. 0.]
6435755,822.0,179.0,0.0,58,4,13,7,[1. 0. 1. ... 0. 0. 1.]
6436131,412.6,60.7,4.3,30,3,3,5,[1. 0. 0. ... 0. 0. 1.]
6436173,785.9,198.0,6.9,57,5,12,3,[1. 0. 1. ... 1. 1. 1.]
6437075,583.6,265.0,0.0,39,5,13,7,[0. 1. 0. ... 1. 1. 1.]
6437877,620.7,257.0,4.7,41,2,14,12,[1. 1. 1. ... 1. 0. 1.]
6442177,958.2,205.0,5.9,68,3,14,9,[1. 0. 1. ... 0. 0. 1.]
6445540,506.7,140.0,3.6,35,3,7,2,[0. 0. 0. ... 0. 0. 1.]
6450551,386.5,96.0,4.2,28,2,4,5,[1. 1. 0. ... 1. 0. 1.]
6451164,366.4,97.4,4.5,28,2,6,5,[1. 0. 1. ... 0. 0. 0.]
6452749,800.1,134.0,0.0,48,3,10,5,[1. 0. 1. ... 0. 0. 1.]
6453361,546.148,3.0,0.0,5,0,3,0,[0. 0. 0. ... 0. 0. 0.]
6480466,534.5,104.0,5.6,38,0,11,7,[0. 0. 0. ... 0. 0. 1.]
6509979,810.4,158.0,3.8,56,2,11,6,[1. 0. 1. ... 0. 0. 1.]
6533629,383.4,201.0,0.0,25,3,10,5,[1. 1. 0. ... 1. 0. 1.]
6540461,455.5,227.0,-1.4,30,3,12,8,[1. 1. 0. ... 1. 0. 1.]
6602291,1270.3,519.0,-1.6,89,16,24,18,[1. 1. 1. ... 1. 1. 1.]
6604100,336.23,127.0,0.0,24,0,6,3,[1. 1. 1. ... 0. 1. 1.]
6604200,238.16,121.0,-0.5,17,1,6,2,[1. 0. 0. ... 1. 1. 1.]
6708482,563.7,110.0,6.2,39,1,7,15,[1. 0. 1. ... 1. 1. 1.]
6714002,488.6,116.0,4.2,35,1,8,9,[1. 0. 1. ... 0. 0. 0.]
6714010,1422.7,556.0,-4.1,100,17,21,31,[1. 1. 1. ... 1. 1. 1.]
6850789,501.98,193.0,0.0,28,8,14,5,[1. 0. 0. ... 0. 0. 0.]
6850791,1269.4,465.0,0.0,91,15,16,32,[1. 1. 1. ... 0. 1. 1.]
6915944,395.4,212.0,0.0,26,4,10,5,[1. 1. 0. ... 1. 0. 1.]
6917715,324.5,37.3,3.3,24,1,2,2,[0. 0. 0. ... 0. 0. 1.]
6917778,282.81,46.3,0.0,19,2,2,5,[0. 1. 0. ... 1. 0. 1.]
